year,make,model,trim,body,transmission,state,condition,odometer,mmr,sellingprice
2009,Volkswagen,Eos,Komfort,convertible,automatic,az,37.0,23211.0,13450.0,14800.0
2006,Ford,F-150,XL,Regular Cab,,va,21.0,86309.0,4850.0,7000.0
2004,Infiniti,G35,Base,Sedan,automatic,nc,34.0,163150.0,3700.0,5200.0
2011,Ford,Fusion,SE,sedan,automatic,ga,41.0,94258.0,7325.0,7200.0
2013,Chrysler,200,Touring,Sedan,automatic,nc,5.0,13749.0,12100.0,12100.0
2007,Mercedes-Benz,R-Class,R350,Wagon,,pa,35.0,111997.0,8375.0,9400.0
2002,Dodge,Grand Caravan,eX,Minivan,automatic,fl,19.0,106736.0,1800.0,1700.0
2012,Jeep,Grand Cherokee,Laredo,SUV,,pa,44.0,45675.0,21800.0,20800.0
2012,Chevrolet,Camaro,LS,Coupe,manual,fl,41.0,31194.0,14350.0,15000.0
2005,Nissan,Murano,SL,SUV,automatic,fl,28.0,233891.0,2550.0,4100.0
2012,Kia,Optima,Hybrid,sedan,automatic,ca,39.0,34874.0,13200.0,13700.0
2013,Nissan,Leaf,SV,hatchback,automatic,ca,48.0,13457.0,9800.0,11500.0
2007,BMW,7 Series,750Li,Sedan,automatic,mo,44.0,93165.0,12650.0,12000.0
2003,Ford,Taurus,SEL Premium,Sedan,automatic,pa,2.0,88801.0,2225.0,1550.0
2013,Dodge,Dart,SXT,sedan,automatic,nj,28.0,56355.0,9600.0,9200.0
2014,Ford,Escape,Titanium,SUV,automatic,ca,43.0,34204.0,21400.0,20400.0
2014,Toyota,Camry,LE,Sedan,automatic,nv,39.0,15375.0,15500.0,15600.0
2008,Chevrolet,Malibu,LT,Sedan,automatic,az,37.0,88346.0,6825.0,7800.0
2013,Kia,Rio,SX,Hatchback,automatic,ca,49.0,604.0,13800.0,14000.0
2012,Scion,xD,Base,hatchback,automatic,ga,4.0,29025.0,10050.0,10200.0
2013,Chevrolet,Impala,LT Fleet,Sedan,automatic,nv,36.0,45355.0,10600.0,10500.0
2004,Dodge,Grand Caravan,SXT,Minivan,automatic,oh,22.0,150887.0,1850.0,2100.0
2009,Nissan,Quest,3.5 SL,Minivan,automatic,ca,32.0,66321.0,7500.0,8000.0
2013,Ford,Fiesta,SE,Sedan,automatic,pa,27.0,22954.0,9825.0,7200.0
2013,Chevrolet,Equinox,LT,SUV,,pa,43.0,32518.0,18650.0,18000.0
2006,,,,,automatic,nj,36.0,78971.0,14100.0,17300.0
2012,Buick,LaCrosse,Convenience Group,Sedan,automatic,tx,42.0,17954.0,14900.0,17500.0
2012,Lexus,ES 350,Base,Sedan,,wi,27.0,35860.0,21400.0,20000.0
2003,Honda,Civic,LX,sedan,automatic,nj,19.0,140624.0,2325.0,2700.0
2005,Nissan,Altima,2.5 S,sedan,automatic,fl,19.0,113000.0,3125.0,2000.0
2013,Honda,CR-V,EX,SUV,automatic,fl,47.0,23181.0,18550.0,19300.0
2000,Ford,Mustang,Base,Coupe,automatic,nc,26.0,107973.0,1675.0,2500.0
2011,Ford,F-150,XLT,SuperCrew,automatic,mn,39.0,96000.0,18250.0,18000.0
2013,Ford,Focus,SE,Hatchback,automatic,ny,43.0,18143.0,12100.0,11100.0
2014,Chrysler,Town and Country,Touring,Minivan,automatic,va,4.0,29065.0,18250.0,17400.0
2008,Lexus,LS 460,Base,sedan,automatic,nv,37.0,63205.0,23300.0,22000.0
2014,Infiniti,Q50,Sport,Sedan,automatic,tn,49.0,15074.0,35200.0,37200.0
1991,BMW,8 Series,850i,Coupe,automatic,ca,2.0,106148.0,7600.0,6750.0
2008,Ford,Expedition,XLT,SUV,,md,36.0,76046.0,8825.0,14200.0
2014,Toyota,Camry,SE,Sedan,automatic,va,37.0,39291.0,15400.0,14000.0
2011,Mazda,Mazda6,i Touring,Sedan,automatic,ga,34.0,68633.0,8925.0,10000.0
2009,Chevrolet,Silverado 2500HD,Work Truck,Extended Cab,automatic,va,28.0,38848.0,13150.0,19700.0
2012,Lexus,RX 350,Base,SUV,automatic,fl,36.0,20526.0,28800.0,28000.0
2003,Ford,F-250 Super Duty,XLT,Crew Cab,automatic,fl,19.0,215417.0,3750.0,8000.0
2012,Honda,Accord,SE,Sedan,automatic,pa,35.0,16296.0,14250.0,14000.0
2012,Ford,F-150,XLT,supercrew,,on,29.0,89190.0,24500.0,22900.0
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,ca,46.0,26460.0,23100.0,25000.0
2013,GMC,Yukon XL,SLT 1500,SUV,automatic,wi,4.0,35307.0,29600.0,31100.0
2012,Honda,Accord,LX,Sedan,automatic,ca,2.0,35151.0,12250.0,11400.0
2014,Nissan,Sentra,SV,Sedan,automatic,ca,1.0,18350.0,12350.0,9800.0
2008,Lexus,RX 350,Base,SUV,automatic,tx,,100879.0,11550.0,12500.0
2004,Nissan,Murano,SL,SUV,automatic,ca,19.0,193537.0,3325.0,3100.0
2014,Ford,E-Series Van,E-250,E-Series Van,automatic,mi,49.0,2713.0,22200.0,23900.0
2006,Volkswagen,New Beetle,2.5,Convertible,automatic,fl,19.0,77672.0,4650.0,3200.0
2003,Mercedes-Benz,M-Class,ML350,suv,automatic,tx,39.0,120134.0,4125.0,4300.0
2012,Ford,Fusion,SE,Sedan,automatic,fl,41.0,99505.0,7550.0,8000.0
2006,Dodge,Dakota,SLT,Quad Cab,automatic,pa,36.0,97345.0,9000.0,9700.0
2009,Pontiac,Vibe,Base,Hatchback,automatic,fl,28.0,143342.0,5150.0,4500.0
2001,Mercedes-Benz,M-Class,ML430,SUV,,pa,29.0,189820.0,1950.0,1900.0
2014,Nissan,Versa Note,1.6 SV,hatchback,automatic,fl,43.0,39679.0,9425.0,9900.0
2009,Dodge,Journey,SXT,SUV,automatic,ga,27.0,138928.0,5025.0,3600.0
2012,Honda,Pilot,Touring,SUV,automatic,co,36.0,55656.0,25000.0,25000.0
2013,Nissan,Maxima,3.5 SV,sedan,automatic,tx,31.0,55449.0,14050.0,14200.0
2009,Toyota,Camry Hybrid,Base,Sedan,automatic,wi,24.0,89448.0,8425.0,8800.0
2012,Toyota,Highlander,SE,SUV,automatic,mn,24.0,40406.0,24900.0,20600.0
2014,Ford,Focus,SE,Sedan,automatic,nj,5.0,5330.0,13100.0,13000.0
2014,Chevrolet,Impala,LS Fleet,Sedan,automatic,fl,4.0,24069.0,16100.0,15400.0
2012,Ford,Fusion,SEL,Sedan,automatic,az,38.0,59586.0,10700.0,10800.0
2014,Toyota,Sienna,LE 7-Passenger Mobility Auto Access,Minivan,,nj,41.0,41790.0,21000.0,20500.0
2006,Buick,LaCrosse,CXS,Sedan,automatic,ca,26.0,107861.0,4575.0,6500.0
2013,Ford,Fiesta,S,Sedan,,md,27.0,62644.0,7475.0,6000.0
2013,Ford,Fusion,SE,Sedan,automatic,il,29.0,53008.0,12200.0,11400.0
2009,Chevrolet,HHR,LS,Wagon,automatic,ca,31.0,89819.0,4850.0,4800.0
2012,Volkswagen,Passat,SE PZEV,Sedan,automatic,nj,28.0,58450.0,10350.0,10100.0
2012,Nissan,Altima,2.5 S,Sedan,,pa,29.0,28517.0,12650.0,12600.0
2014,Ram,1500,SLT,Quad Cab,automatic,md,46.0,13069.0,27000.0,26600.0
2011,Ford,Edge,SE,SUV,automatic,az,27.0,82939.0,11500.0,11800.0
2013,Ford,Escape,SEL,SUV,automatic,tn,5.0,19204.0,20000.0,22000.0
2008,Ford,Escape,XLT,suv,automatic,tx,28.0,104961.0,5375.0,6500.0
2014,Mercedes-Benz,CLA-Class,CLA250,Sedan,automatic,ca,49.0,14392.0,28900.0,25000.0
2011,Toyota,Highlander,SE,SUV,automatic,fl,37.0,156657.0,17900.0,20000.0
2006,Nissan,Maxima,3.5 SE,Sedan,automatic,tx,19.0,100284.0,5250.0,2300.0
2013,Toyota,Matrix,L,Hatchback,automatic,oh,33.0,39039.0,12300.0,26000.0
2013,Chrysler,Town and Country,Limited,Minivan,automatic,oh,44.0,11658.0,25300.0,26000.0
2010,Toyota,Corolla,LE,Sedan,automatic,fl,38.0,34236.0,8925.0,9200.0
2006,Honda,Civic,Hybrid,sedan,automatic,oh,25.0,207194.0,2100.0,2900.0
2014,Infiniti,Q60 Convertible,Base,Q60 Convertible,automatic,tn,37.0,22657.0,35100.0,35200.0
2012,Honda,Accord,EX,Sedan,automatic,pa,36.0,32194.0,13650.0,13600.0
2012,Ford,Fiesta,S,sedan,manual,tx,35.0,82774.0,6350.0,5000.0
2007,Jeep,Wrangler,Unlimited Rubicon,SUV,automatic,pa,42.0,93962.0,15600.0,19900.0
2012,Ford,Escape,XLT,suv,automatic,oh,48.0,28976.0,15050.0,14700.0
2005,BMW,3 Series,325xi,Sedan,automatic,mn,34.0,117965.0,4375.0,3800.0
2009,Chevrolet,Impala,LT,Sedan,automatic,wi,22.0,81072.0,7050.0,7800.0
2012,Volkswagen,Jetta,SE PZEV,Sedan,,pa,29.0,39567.0,10050.0,11800.0
2011,Chevrolet,Aveo,1LT,Sedan,automatic,fl,34.0,48191.0,5975.0,6800.0
2006,Chrysler,Town and Country,Limited,Minivan,automatic,fl,19.0,120993.0,4125.0,2300.0
2011,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,tx,19.0,162622.0,16450.0,14300.0
2010,Chevrolet,malibu,ls,sedan,automatic,ma,24.0,64429.0,8500.0,6000.0
2014,GMC,Savana Cargo,2500,Van,automatic,tn,49.0,4681.0,21700.0,21300.0
2013,Toyota,Camry,SE,sedan,automatic,nj,29.0,35579.0,13750.0,14500.0
2012,Acura,TSX,Base,sedan,,pa,28.0,16378.0,16400.0,17300.0
2012,Nissan,Pathfinder,S,suv,automatic,il,27.0,51821.0,21200.0,21200.0
2008,Chevrolet,TrailBlazer,Fleet,SUV,,wi,27.0,118949.0,5600.0,4600.0
2010,Infiniti,EX35,Journey,SUV,automatic,va,5.0,50436.0,18350.0,19000.0
2011,Audi,Q7,3.0T Premium quattro,SUV,automatic,fl,43.0,45318.0,30100.0,30750.0
2010,Honda,Accord,LX-P,Sedan,automatic,fl,34.0,35802.0,10750.0,11500.0
2008,Hyundai,Tiburon,GT,Hatchback,automatic,tx,32.0,73479.0,6050.0,5200.0
2012,Kia,Sedona,LX,Minivan,automatic,co,43.0,65054.0,10150.0,10600.0
2009,BMW,3 Series,335i,Convertible,,pa,33.0,58609.0,17250.0,19000.0
2013,Chevrolet,Malibu,LT,Sedan,automatic,fl,35.0,40534.0,12850.0,13000.0
2014,Ford,Fusion,SE,Sedan,automatic,tx,39.0,27318.0,15550.0,14100.0
1994,Ford,Ranger,XLT,Regular Cab,manual,md,1.0,84608.0,1050.0,350.0
2011,GMC,Sierra 1500,SLE,Extended Cab,automatic,tx,37.0,44440.0,19000.0,17900.0
2014,Chrysler,Town and Country,Touring,Minivan,automatic,tx,44.0,43759.0,16800.0,17300.0
2014,Lincoln,MKZ,Hybrid,Sedan,automatic,tn,34.0,16247.0,27300.0,24500.0
2008,Toyota,Highlander,Base,SUV,automatic,md,1.0,142919.0,11550.0,4700.0
2005,Volvo,S40,2.4i,Sedan,automatic,ca,29.0,121174.0,3650.0,3600.0
2011,Chevrolet,Silverado 1500,LT,Extended Cab,automatic,tx,47.0,66912.0,17200.0,18000.0
2012,Mercedes-Benz,C-Class,C300 Luxury 4MATIC,Sedan,,wi,41.0,16354.0,22700.0,23250.0
2014,Infiniti,Q60 Coupe,Base,q60 coupe,automatic,il,4.0,10104.0,29800.0,29000.0
2012,Hyundai,Sonata,GLS,Sedan,automatic,ca,4.0,42665.0,10800.0,11600.0
2002,Buick,LeSabre,Custom,Sedan,automatic,nv,2.0,1.0,3650.0,400.0
2011,Kia,Forte,EX,Sedan,automatic,tn,2.0,71327.0,6775.0,5600.0
2011,Chevrolet,Malibu,LS Fleet,Sedan,automatic,il,4.0,75585.0,7750.0,8100.0
2004,,,,,,va,19.0,155121.0,1325.0,500.0
2014,Volvo,XC90,3.2,suv,automatic,fl,31.0,20483.0,29000.0,28900.0
2012,Hyundai,Tucson,GLS,SUV,,fl,43.0,18148.0,16450.0,17600.0
2001,Ford,F-150,Lariat,SuperCrew,automatic,az,19.0,205359.0,2825.0,1700.0
2011,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,ca,43.0,37854.0,18300.0,19500.0
2015,Toyota,Corolla,S,sedan,automatic,fl,5.0,2454.0,15700.0,16900.0
2014,Ford,Escape,SE,SUV,,qc,49.0,16896.0,23400.0,21000.0
2003,BMW,3 Series,330Ci,Coupe,automatic,wa,19.0,151500.0,3175.0,2000.0
2012,Nissan,Rogue,S,suv,,pa,5.0,32320.0,16700.0,17200.0
2012,Honda,Pilot,EX-L,SUV,automatic,pa,36.0,29977.0,24800.0,24200.0
2004,Chevrolet,Malibu,Base,Sedan,automatic,va,27.0,116106.0,2025.0,2700.0
2011,Ford,F-150,FX4,SuperCrew,automatic,mi,38.0,42865.0,27800.0,24300.0
2014,Jeep,Patriot,Sport,SUV,,pa,42.0,39919.0,14150.0,14000.0
2012,Ford,Escape,Limited,SUV,automatic,nj,41.0,17477.0,20400.0,13300.0
2010,Chevrolet,Equinox,LS,SUV,automatic,fl,37.0,99011.0,8050.0,9800.0
2013,Chevrolet,Impala,LT Fleet,Sedan,automatic,ca,43.0,44478.0,10550.0,10700.0
2013,Hyundai,Elantra,GLS,Sedan,automatic,ca,38.0,33282.0,11450.0,11600.0
2013,Nissan,Leaf,SV,hatchback,automatic,ca,37.0,19541.0,8975.0,8400.0
2008,Ford,Taurus,SEL,Sedan,automatic,fl,37.0,85418.0,5125.0,5600.0
2008,Lexus,IS 250,Base,sedan,automatic,il,19.0,115186.0,10500.0,8900.0
2013,Mazda,Mazda3,i Touring,Hatchback,,tn,41.0,40367.0,12200.0,12300.0
2011,Ford,Escape,XLT,SUV,,ca,2.0,80849.0,10700.0,11100.0
2013,Buick,Regal,Premium 1,Sedan,automatic,co,28.0,54792.0,12650.0,12800.0
2014,GMC,Savana Cargo,2500,Van,automatic,mo,48.0,9706.0,19800.0,20000.0
2013,Ford,Escape,SE,SUV,automatic,tn,48.0,46349.0,14200.0,13900.0
2011,Chevrolet,Silverado 1500,LTZ,Crew Cab,automatic,mn,35.0,60245.0,26100.0,25700.0
2012,Nissan,Altima,2.5 S,Sedan,,pa,32.0,19974.0,13000.0,11400.0
2014,Ford,Escape,SE,SUV,automatic,ga,48.0,36188.0,16200.0,16400.0
2012,Kia,Optima,EX,sedan,,pa,42.0,33828.0,14300.0,15300.0
2003,Ford,Taurus,SES,Sedan,automatic,pa,25.0,166941.0,750.0,300.0
2004,Honda,accord,ex v-6,sedan,automatic,nc,19.0,140775.0,4700.0,5400.0
2011,Ford,Taurus,SEL,Sedan,automatic,pa,42.0,82953.0,10650.0,10900.0
2015,Chevrolet,Silverado 3500HD,Work Truck,Crew Cab,automatic,tx,41.0,6568.0,39400.0,40600.0
2000,Mercedes-Benz,M-Class,ML320,SUV,automatic,il,,188667.0,1550.0,1850.0
2011,Ford,F-150,Lariat,SuperCab,,fl,36.0,74530.0,21600.0,21500.0
2001,Chrysler,Town and Country,LX,Minivan,automatic,ma,19.0,218299.0,875.0,400.0
2012,Jeep,Grand Cherokee,Laredo,SUV,automatic,oh,44.0,33974.0,23000.0,22900.0
2015,Audi,A3,1.8 TFSI Premium,Sedan,automatic,ca,1.0,13196.0,22400.0,17200.0
2012,Hyundai,Elantra,GLS,sedan,automatic,ga,43.0,20142.0,10800.0,11200.0
2012,Honda,Pilot,LX,SUV,automatic,pa,49.0,40631.0,17200.0,19800.0
2007,,,,,automatic,ga,35.0,118999.0,14450.0,15700.0
2010,GMC,Terrain,SLT-1,SUV,automatic,in,48.0,107321.0,13150.0,11800.0
2014,Ford,C-Max Hybrid,SEL,Wagon,automatic,mo,44.0,27978.0,16900.0,17500.0
2011,Mazda,Mazda3,s Sport,Sedan,,tn,38.0,47687.0,10100.0,10200.0
2014,Kia,Sportage,LX,SUV,automatic,ga,44.0,35205.0,14950.0,14800.0
2006,Chevrolet,Equinox,LT,SUV,automatic,fl,3.0,96478.0,5500.0,5700.0
2006,Saturn,ION,2,Sedan,automatic,ne,39.0,96866.0,2800.0,3000.0
2012,Volkswagen,Passat,SEL,Sedan,automatic,tx,44.0,30242.0,14700.0,14200.0
2005,Volkswagen,New Beetle,GLS,Convertible,automatic,fl,19.0,83010.0,4225.0,2900.0
2003,Ford,Crown Victoria,LX,Sedan,automatic,fl,32.0,86141.0,2625.0,3700.0
2012,Jeep,Liberty,Sport,SUV,automatic,pa,47.0,27552.0,16450.0,19500.0
2011,Toyota,RAV4,Base,SUV,automatic,fl,38.0,37336.0,13700.0,14100.0
2008,Chrysler,Town and Country,LX,Minivan,automatic,fl,26.0,162161.0,3175.0,2900.0
2005,,,,,automatic,ca,36.0,82277.0,14100.0,16300.0
2013,Nissan,Murano,LE,SUV,automatic,tn,48.0,11834.0,27600.0,28000.0
2011,Mazda,Mazda2,Touring,Hatchback,automatic,ca,38.0,12528.0,8500.0,9300.0
2002,Mercedes-Benz,C-Class,C320,Sedan,automatic,ca,22.0,93229.0,4025.0,3100.0
2008,Scion,tC,Base,Hatchback,automatic,ca,33.0,77833.0,6725.0,8250.0
2013,Honda,Odyssey,Touring,minivan,automatic,in,43.0,75824.0,25400.0,25000.0
2012,Kia,Optima,LX,sedan,automatic,nj,43.0,33620.0,11850.0,12900.0
2009,Ford,F-150,FX4,SuperCrew,automatic,tx,28.0,104532.0,18050.0,13900.0
2015,Dodge,Challenger,R/T,coupe,automatic,mo,46.0,3559.0,32100.0,31100.0
2007,Cadillac,CTS,Base,Sedan,automatic,az,19.0,59499.0,8325.0,7700.0
2007,Nissan,Sentra,2,Sedan,automatic,ca,22.0,76329.0,4675.0,6700.0
2014,Toyota,Camry,SE,Sedan,automatic,nc,41.0,18205.0,16450.0,16000.0
2011,Ram,1500,Sport,Crew Cab,automatic,nv,,63978.0,20900.0,21500.0
2012,Hyundai,Elantra,GLS,Sedan,automatic,mn,32.0,12060.0,11600.0,11000.0
2012,Chevrolet,Impala,LT Fleet,Sedan,automatic,fl,35.0,72237.0,8275.0,8100.0
2012,Nissan,Rogue,S,suv,automatic,nj,42.0,43854.0,15700.0,15300.0
2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,ca,43.0,30563.0,21500.0,21500.0
2014,Nissan,Pathfinder,SV,SUV,,mi,39.0,28873.0,22400.0,22000.0
2007,Chrysler,300,Touring,Sedan,automatic,md,22.0,140314.0,5100.0,4300.0
2013,Chevrolet,Malibu,LTZ,Sedan,automatic,nv,4.0,38665.0,14050.0,14500.0
2014,BMW,X5,xDrive50i,suv,automatic,nv,42.0,19647.0,62000.0,59000.0
2014,Ford,F-150,XL,regular cab,,mo,48.0,10554.0,17400.0,18600.0
2006,Ford,Fusion,SEL,sedan,automatic,fl,28.0,73790.0,4500.0,4900.0
2015,Nissan,Altima,2.5 S,Sedan,automatic,ca,45.0,12978.0,15900.0,16600.0
2012,Dodge,Charger,SE,Sedan,automatic,tx,27.0,78759.0,11850.0,10500.0
2012,Jeep,Grand Cherokee,Laredo,SUV,automatic,tx,37.0,50792.0,19850.0,18500.0
2008,Mercedes-Benz,C-Class,C300 Sport,sedan,automatic,fl,32.0,53946.0,14050.0,14400.0
2003,Infiniti,G35,Base,Sedan,automatic,wi,19.0,156441.0,3650.0,2600.0
2005,chrysler,pacifica,awd v6 touring,,automatic,ne,25.0,111053.0,3325.0,4800.0
2013,Ford,Fusion,Titanium,Sedan,automatic,ny,21.0,18779.0,19500.0,15300.0
2012,Ford,Escape,Limited,SUV,automatic,ne,43.0,76166.0,13400.0,12600.0
2005,chrysler,pacifica,awd v6 touring,,manual,ca,28.0,57890.0,4550.0,1200.0
2015,Subaru,Forester,2.5i Premium PZEV,suv,automatic,il,5.0,8253.0,23400.0,23900.0
2010,Ford,Edge,Limited,SUV,automatic,tn,25.0,45593.0,17300.0,14000.0
2013,Ford,Explorer,XLT,SUV,automatic,ma,39.0,60502.0,22500.0,21900.0
2006,Kia,Sorento,LX,SUV,automatic,hi,19.0,54279.0,5650.0,4700.0
2009,Land Rover,Range Rover Sport,HSE,SUV,automatic,tx,28.0,124326.0,15450.0,15000.0
2013,Nissan,Altima,2.5,Sedan,automatic,oh,46.0,58280.0,11850.0,11500.0
2012,Nissan,Maxima,3.5 SV,Sedan,automatic,ga,19.0,35813.0,17450.0,15400.0
2012,Infiniti,G Sedan,G37x,G Sedan,automatic,tn,29.0,21936.0,20700.0,18600.0
2012,Chevrolet,Impala,LT Fleet,Sedan,automatic,mo,34.0,90766.0,7850.0,7200.0
2014,Ford,Focus,SE,Sedan,automatic,fl,44.0,90807.0,8725.0,9300.0
2011,Nissan,Rogue,S,SUV,,pa,35.0,36339.0,13200.0,13500.0
2014,Chevrolet,Equinox,LT,SUV,automatic,pa,48.0,68835.0,17950.0,16800.0
2011,Ford,F-150,King Ranch,supercrew,automatic,tx,38.0,112127.0,21700.0,22700.0
2012,Nissan,Altima,2.5 S,sedan,automatic,nj,48.0,31623.0,11900.0,12400.0
2003,Ford,Escape,XLT Popular,SUV,automatic,oh,5.0,64356.0,3750.0,7800.0
2014,Kia,Forte,LX,sedan,automatic,co,43.0,22749.0,11100.0,11200.0
2013,Lexus,LX 570,Base,SUV,,pa,41.0,19916.0,67000.0,66000.0
2012,Land Rover,Range Rover Sport,HSE,SUV,automatic,ga,38.0,27874.0,43500.0,42500.0
2005,Ford,F-250 Super Duty,XLT,SuperCab,automatic,mi,43.0,113568.0,9725.0,10400.0
2012,Nissan,Leaf,SL,Hatchback,automatic,il,46.0,19201.0,12050.0,12300.0
2007,Infiniti,G35,Base,Sedan,automatic,fl,24.0,105309.0,9350.0,8250.0
2012,Hyundai,Sonata,Limited PZEV,Sedan,automatic,pa,39.0,45018.0,11400.0,14400.0
2010,Chevrolet,HHR,LT,Wagon,automatic,wi,19.0,74153.0,5825.0,6200.0
2015,Chevrolet,Corvette,Stingray Z51,coupe,automatic,fl,5.0,3819.0,60000.0,56200.0
2014,Toyota,FJ Cruiser,Base,suv,automatic,ne,39.0,32033.0,31100.0,29500.0
2006,Mercedes-Benz,R-Class,R350,Wagon,automatic,ca,4.0,74773.0,8750.0,9000.0
2015,Dodge,Grand Caravan,R/T,Minivan,automatic,mo,41.0,26471.0,22500.0,22300.0
2011,Dodge,Grand Caravan,Express,minivan,automatic,fl,3.0,76614.0,8975.0,8500.0
2013,Nissan,Sentra,SR,Sedan,automatic,nv,38.0,20086.0,12600.0,12700.0
2012,Nissan,Altima,2.5 S,Sedan,automatic,fl,48.0,37374.0,12000.0,14000.0
2008,Pontiac,Solstice,Base,Convertible,automatic,fl,3.0,80573.0,5875.0,5500.0
2010,Ford,F-150,SVT Raptor,SuperCab,automatic,tx,5.0,27385.0,35700.0,37700.0
2014,Ford,E-Series Van,E-250,E-Series Van,automatic,mo,46.0,2700.0,22200.0,22400.0
2012,Dodge,Charger,SE,Sedan,automatic,tx,36.0,44252.0,14700.0,15500.0
2008,BMW,3 Series,335i,Sedan,,ca,,105788.0,9250.0,10000.0
2013,Kia,Sportage,LX,SUV,automatic,ca,25.0,40331.0,15050.0,15200.0
2010,Cadillac,DTS,Luxury,Sedan,automatic,ne,37.0,194411.0,7525.0,6800.0
2011,Ford,F-150,Platinum,SuperCrew,automatic,fl,,84507.0,27200.0,25500.0
2012,Hyundai,Elantra Touring,GLS,Hatchback,automatic,mn,49.0,19077.0,10900.0,11300.0
2014,Chevrolet,Impala,LT,Sedan,automatic,co,3.0,23713.0,18900.0,20500.0
2006,Jeep,Liberty,Renegade,suv,automatic,ga,33.0,78794.0,7400.0,6700.0
2001,Nissan,Maxima,SE,Sedan,,az,2.0,146846.0,1300.0,1025.0
2014,Chrysler,Town and Country,Touring-L,Minivan,,on,49.0,20531.0,26800.0,26900.0
2010,Ford,F-150,XLT,SuperCrew,automatic,fl,46.0,23499.0,21100.0,24400.0
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,pa,37.0,32686.0,16200.0,16800.0
2014,Ford,F-150,XL,Regular Cab,automatic,tx,44.0,6206.0,18500.0,18300.0
1998,Pontiac,Grand Prix,GT,Sedan,automatic,fl,19.0,134852.0,1125.0,300.0
2012,Nissan,Leaf,SL,Hatchback,automatic,la,21.0,17811.0,11650.0,11000.0
2013,Dodge,Durango,R/T,SUV,automatic,mi,5.0,13472.0,32800.0,31800.0
1993,Honda,Accord,EX,sedan,automatic,ca,2.0,168792.0,475.0,1200.0
2012,Honda,Civic,EX-L,Sedan,automatic,il,43.0,37873.0,13150.0,14200.0
2011,Ford,Ranger,SPORT,SuperCab,,pa,42.0,14150.0,15550.0,13800.0
2013,Toyota,Prius,Two,Hatchback,automatic,fl,42.0,40497.0,14750.0,15300.0
2014,Jeep,Patriot,Limited,SUV,automatic,mo,43.0,27684.0,18000.0,18300.0
2010,Mercedes-Benz,S-Class,S550,Sedan,automatic,fl,37.0,49508.0,35300.0,34800.0
2013,Ford,Fusion,SE,Sedan,automatic,mi,5.0,59981.0,13000.0,13500.0
2011,Chevrolet,Silverado 1500,LS,Extended Cab,automatic,fl,43.0,36416.0,17450.0,19300.0
2009,BMW,X5,xDrive48i,SUV,automatic,ca,35.0,47403.0,25100.0,25500.0
2006,Chevrolet,Cobalt,LS,Coupe,automatic,tx,25.0,143632.0,1825.0,2300.0
2014,Toyota,Corolla,LE,Sedan,automatic,fl,2.0,26454.0,13650.0,9000.0
2006,Toyota,Corolla,S,Sedan,automatic,wi,,81798.0,5050.0,6000.0
2005,Buick,LaCrosse,CX,Sedan,automatic,nc,21.0,136054.0,3325.0,2600.0
2008,Chevrolet,HHR,LT,wagon,automatic,tx,2.0,139011.0,2200.0,800.0
2009,Dodge,Grand Caravan,SE,Minivan,automatic,fl,27.0,72871.0,6250.0,3600.0
2012,Chrysler,200,LX,Sedan,automatic,az,37.0,56388.0,8850.0,9600.0
2012,Hyundai,Elantra,GLS,Sedan,automatic,tx,35.0,38892.0,9975.0,9500.0
2005,Kia,Sorento,LX,SUV,automatic,fl,26.0,189910.0,1950.0,2300.0
2007,Chevrolet,Tahoe,LT,suv,automatic,sc,37.0,131437.0,15700.0,17200.0
2008,Mazda,Mazda6,i Sport,Sedan,automatic,oh,37.0,98999.0,4125.0,5700.0
2012,Ford,Fiesta,SE,Sedan,automatic,ca,33.0,54292.0,8075.0,8900.0
2008,Volkswagen,Jetta,SEL PZEV,sedan,automatic,ga,29.0,79392.0,5575.0,6600.0
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wi,45.0,47211.0,18600.0,18750.0
2013,Toyota,Corolla,S Special Edition,Sedan,automatic,ca,38.0,54251.0,10050.0,10500.0
2007,Jeep,Wrangler,X,suv,automatic,nv,4.0,57430.0,14750.0,16250.0
2014,Toyota,RAV4,LE,SUV,automatic,az,5.0,11880.0,20500.0,21800.0
2013,Nissan,Altima,2.5,Sedan,automatic,ca,39.0,8154.0,15150.0,18250.0
2012,Hyundai,Sonata,GLS,Sedan,automatic,pa,35.0,37096.0,11550.0,11300.0
2004,Toyota,Corolla,LE,Sedan,automatic,fl,,68385.0,4625.0,5200.0
2009,Mercury,Mariner,Base,SUV,automatic,ma,41.0,61112.0,9275.0,6700.0
2001,Ford,Ranger,XLT,SuperCab,automatic,ut,11.0,176691.0,2625.0,2615.0
2012,Mazda,Mazda3,i Grand Touring,Sedan,automatic,wi,19.0,34981.0,13500.0,12000.0
2013,Dodge,Avenger,SE,Sedan,automatic,mo,28.0,60878.0,9450.0,8500.0
2002,Saturn,S-Series,SC2,coupe,automatic,pa,24.0,114863.0,925.0,1500.0
2014,Chrysler,200,LX,sedan,automatic,ca,1.0,22220.0,11400.0,2200.0
